,orderid,customerid,employeeid,orderdate,shippeddate,shipvia,freight,productid,unitprice,quantity,discount
1627,10868,QUEEN,7,1998-02-04,1998-02-23,2,191.27,35,18,30,0
1628,10868,QUEEN,7,1998-02-04,1998-02-23,2,191.27,49,20,42,0.1
1629,10869,SEVES,5,1998-02-04,1998-02-09,1,143.28,1,18,40,0
1630,10869,SEVES,5,1998-02-04,1998-02-09,1,143.28,11,21,10,0
1631,10869,SEVES,5,1998-02-04,1998-02-09,1,143.28,23,9,50,0
1632,10869,SEVES,5,1998-02-04,1998-02-09,1,143.28,68,12.5,20,0
1633,10870,WOLZA,5,1998-02-04,1998-02-13,3,12.04,35,18,3,0
1634,10870,WOLZA,5,1998-02-04,1998-02-13,3,12.04,51,53,2,0
1635,10871,BONAP,9,1998-02-05,1998-02-10,2,112.27,6,25,50,0.05
1636,10871,BONAP,9,1998-02-05,1998-02-10,2,112.27,16,17.45,12,0.05
1637,10871,BONAP,9,1998-02-05,1998-02-10,2,112.27,17,39,16,0.05
1638,10872,GODOS,5,1998-02-05,1998-02-09,2,175.32,55,24,10,0.05
1639,10872,GODOS,5,1998-02-05,1998-02-09,2,175.32,62,49.3,20,0.05
1640,10872,GODOS,5,1998-02-05,1998-02-09,2,175.32,64,33.25,15,0.05
1641,10872,GODOS,5,1998-02-05,1998-02-09,2,175.32,65,21.05,21,0.05
1642,10873,WILMK,4,1998-02-06,1998-02-09,1,0.82,21,10,20,0
1643,10873,WILMK,4,1998-02-06,1998-02-09,1,0.82,28,45.6,3,0
1644,10874,GODOS,5,1998-02-06,1998-02-11,2,19.58,10,31,10,0
1645,10875,BERGS,4,1998-02-06,1998-03-03,2,32.37,19,9.2,25,0
1646,10875,BERGS,4,1998-02-06,1998-03-03,2,32.37,47,9.5,21,0.1
1647,10875,BERGS,4,1998-02-06,1998-03-03,2,32.37,49,20,15,0
1648,10876,BONAP,7,1998-02-09,1998-02-12,3,60.42,46,12,21,0
1649,10876,BONAP,7,1998-02-09,1998-02-12,3,60.42,64,33.25,20,0
1650,10877,RICAR,1,1998-02-09,1998-02-19,1,38.06,16,17.45,30,0.25
1651,10877,RICAR,1,1998-02-09,1998-02-19,1,38.06,18,62.5,25,0
1652,10878,QUICK,4,1998-02-10,1998-02-12,1,46.69,20,81,20,0.05
1653,10879,WILMK,3,1998-02-10,1998-02-12,3,8.5,40,18.4,12,0
1654,10879,WILMK,3,1998-02-10,1998-02-12,3,8.5,65,21.05,10,0
1655,10879,WILMK,3,1998-02-10,1998-02-12,3,8.5,76,18,10,0
1656,10880,FOLKO,7,1998-02-10,1998-02-18,1,88.01,23,9,30,0.2
1657,10880,FOLKO,7,1998-02-10,1998-02-18,1,88.01,61,28.5,30,0.2
1658,10880,FOLKO,7,1998-02-10,1998-02-18,1,88.01,70,15,50,0.2
1659,10881,CACTU,4,1998-02-11,1998-02-18,1,2.84,73,15,10,0
1660,10882,SAVEA,4,1998-02-11,1998-02-20,3,23.1,42,14,25,0
1661,10882,SAVEA,4,1998-02-11,1998-02-20,3,23.1,49,20,20,0.15
1662,10882,SAVEA,4,1998-02-11,1998-02-20,3,23.1,54,7.45,32,0.15
1663,10883,LONEP,8,1998-02-12,1998-02-20,3,0.53,24,4.5,8,0
1664,10884,LETSS,4,1998-02-12,1998-02-13,2,90.97,21,10,40,0.05
1665,10884,LETSS,4,1998-02-12,1998-02-13,2,90.97,56,38,21,0.05
1666,10884,LETSS,4,1998-02-12,1998-02-13,2,90.97,65,21.05,12,0.05
1667,10885,SUPRD,6,1998-02-12,1998-02-18,3,5.64,2,19,20,0
1668,10885,SUPRD,6,1998-02-12,1998-02-18,3,5.64,24,4.5,12,0
1669,10885,SUPRD,6,1998-02-12,1998-02-18,3,5.64,70,15,30,0
1670,10885,SUPRD,6,1998-02-12,1998-02-18,3,5.64,77,13,25,0
1671,10886,HANAR,1,1998-02-13,1998-03-02,1,4.99,10,31,70,0
1672,10886,HANAR,1,1998-02-13,1998-03-02,1,4.99,31,12.5,35,0
1673,10886,HANAR,1,1998-02-13,1998-03-02,1,4.99,77,13,40,0
1674,10887,GALED,8,1998-02-13,1998-02-16,3,1.25,25,14,5,0
1675,10888,GODOS,1,1998-02-16,1998-02-23,2,51.87,2,19,20,0
1676,10888,GODOS,1,1998-02-16,1998-02-23,2,51.87,68,12.5,18,0
1677,10889,RATTC,9,1998-02-16,1998-02-23,3,280.61,11,21,40,0
1678,10889,RATTC,9,1998-02-16,1998-02-23,3,280.61,38,263.5,40,0
1679,10890,DUMON,7,1998-02-16,1998-02-18,1,32.76,17,39,15,0
1680,10890,DUMON,7,1998-02-16,1998-02-18,1,32.76,34,14,10,0
1681,10890,DUMON,7,1998-02-16,1998-02-18,1,32.76,41,9.65,14,0
1682,10891,LEHMS,7,1998-02-17,1998-02-19,2,20.37,30,25.89,15,0.05
1683,10892,MAISD,4,1998-02-17,1998-02-19,2,120.27,59,55,40,0.05
1684,10893,KOENE,9,1998-02-18,1998-02-20,2,77.78,8,40,30,0
1685,10893,KOENE,9,1998-02-18,1998-02-20,2,77.78,24,4.5,10,0
1686,10893,KOENE,9,1998-02-18,1998-02-20,2,77.78,29,123.79,24,0
1687,10893,KOENE,9,1998-02-18,1998-02-20,2,77.78,30,25.89,35,0
1688,10893,KOENE,9,1998-02-18,1998-02-20,2,77.78,36,19,20,0
1689,10894,SAVEA,1,1998-02-18,1998-02-20,1,116.13,13,6,28,0.05
1690,10894,SAVEA,1,1998-02-18,1998-02-20,1,116.13,69,36,50,0.05
1691,10894,SAVEA,1,1998-02-18,1998-02-20,1,116.13,75,7.75,120,0.05
1692,10895,ERNSH,3,1998-02-18,1998-02-23,1,162.75,24,4.5,110,0
1693,10895,ERNSH,3,1998-02-18,1998-02-23,1,162.75,39,18,45,0
1694,10895,ERNSH,3,1998-02-18,1998-02-23,1,162.75,40,18.4,91,0
1695,10895,ERNSH,3,1998-02-18,1998-02-23,1,162.75,60,34,100,0
1696,10896,MAISD,7,1998-02-19,1998-02-27,3,32.45,45,9.5,15,0
1697,10896,MAISD,7,1998-02-19,1998-02-27,3,32.45,56,38,16,0
1698,10897,HUNGO,3,1998-02-19,1998-02-25,2,603.54,29,123.79,80,0
1699,10897,HUNGO,3,1998-02-19,1998-02-25,2,603.54,30,25.89,36,0
1700,10898,OCEAN,4,1998-02-20,1998-03-06,2,1.27,13,6,5,0
1701,10899,LILAS,5,1998-02-20,1998-02-26,3,1.21,39,18,8,0.15
1702,10900,WELLI,1,1998-02-20,1998-03-04,2,1.66,70,15,3,0.25
1703,10901,HILAA,4,1998-02-23,1998-02-26,1,62.09,41,9.65,30,0
1704,10901,HILAA,4,1998-02-23,1998-02-26,1,62.09,71,21.5,30,0
1705,10902,FOLKO,1,1998-02-23,1998-03-03,1,44.15,55,24,30,0.15
1706,10902,FOLKO,1,1998-02-23,1998-03-03,1,44.15,62,49.3,6,0.15
1707,10903,HANAR,3,1998-02-24,1998-03-04,3,36.71,13,6,40,0
1708,10903,HANAR,3,1998-02-24,1998-03-04,3,36.71,65,21.05,21,0
1709,10903,HANAR,3,1998-02-24,1998-03-04,3,36.71,68,12.5,20,0
1710,10904,WHITC,3,1998-02-24,1998-02-27,3,162.95,58,13.25,15,0
1711,10904,WHITC,3,1998-02-24,1998-02-27,3,162.95,62,49.3,35,0
1712,10905,WELLI,9,1998-02-24,1998-03-06,2,13.72,1,18,20,0.05
1713,10906,WOLZA,4,1998-02-25,1998-03-03,3,26.29,61,28.5,15,0
1714,10907,SPECD,6,1998-02-25,1998-02-27,3,9.19,75,7.75,14,0
1715,10908,REGGC,4,1998-02-26,1998-03-06,2,32.96,7,30,20,0.05
1716,10908,REGGC,4,1998-02-26,1998-03-06,2,32.96,52,7,14,0.05
1717,10909,SANTG,1,1998-02-26,1998-03-10,2,53.05,7,30,12,0
1718,10909,SANTG,1,1998-02-26,1998-03-10,2,53.05,16,17.45,15,0
1719,10909,SANTG,1,1998-02-26,1998-03-10,2,53.05,41,9.65,5,0
1720,10910,WILMK,1,1998-02-26,1998-03-04,3,38.11,19,9.2,12,0
1721,10910,WILMK,1,1998-02-26,1998-03-04,3,38.11,49,20,10,0
1722,10910,WILMK,1,1998-02-26,1998-03-04,3,38.11,61,28.5,5,0
1723,10911,GODOS,3,1998-02-26,1998-03-05,1,38.19,1,18,10,0
1724,10911,GODOS,3,1998-02-26,1998-03-05,1,38.19,17,39,12,0
1725,10911,GODOS,3,1998-02-26,1998-03-05,1,38.19,67,14,15,0
1726,10912,HUNGO,2,1998-02-26,1998-03-18,2,580.91,11,21,40,0.25
1727,10912,HUNGO,2,1998-02-26,1998-03-18,2,580.91,29,123.79,60,0.25
1728,10913,QUEEN,4,1998-02-26,1998-03-04,1,33.05,4,22,30,0.25
1729,10913,QUEEN,4,1998-02-26,1998-03-04,1,33.05,33,2.5,40,0.25
1730,10913,QUEEN,4,1998-02-26,1998-03-04,1,33.05,58,13.25,15,0
1731,10914,QUEEN,6,1998-02-27,1998-03-02,1,21.19,71,21.5,25,0
1732,10915,TORTU,2,1998-02-27,1998-03-02,2,3.51,17,39,10,0
1733,10915,TORTU,2,1998-02-27,1998-03-02,2,3.51,33,2.5,30,0
1734,10915,TORTU,2,1998-02-27,1998-03-02,2,3.51,54,7.45,10,0
1735,10916,RANCH,1,1998-02-27,1998-03-09,2,63.77,16,17.45,6,0
1736,10916,RANCH,1,1998-02-27,1998-03-09,2,63.77,32,32,6,0
1737,10916,RANCH,1,1998-02-27,1998-03-09,2,63.77,57,19.5,20,0
1738,10917,ROMEY,4,1998-03-02,1998-03-11,2,8.29,30,25.89,1,0
1739,10917,ROMEY,4,1998-03-02,1998-03-11,2,8.29,60,34,10,0
1740,10918,BOTTM,3,1998-03-02,1998-03-11,3,48.83,1,18,60,0.25
1741,10918,BOTTM,3,1998-03-02,1998-03-11,3,48.83,60,34,25,0.25
1742,10919,LINOD,2,1998-03-02,1998-03-04,2,19.8,16,17.45,24,0
1743,10919,LINOD,2,1998-03-02,1998-03-04,2,19.8,25,14,24,0
1744,10919,LINOD,2,1998-03-02,1998-03-04,2,19.8,40,18.4,20,0
1745,10920,AROUT,4,1998-03-03,1998-03-09,2,29.61,50,16.25,24,0
1746,10921,VAFFE,1,1998-03-03,1998-03-09,1,176.48,35,18,10,0
1747,10921,VAFFE,1,1998-03-03,1998-03-09,1,176.48,63,43.9,40,0
1748,10922,HANAR,5,1998-03-03,1998-03-05,3,62.74,17,39,15,0
1749,10922,HANAR,5,1998-03-03,1998-03-05,3,62.74,24,4.5,35,0
1750,10923,LAMAI,7,1998-03-03,1998-03-13,3,68.26,42,14,10,0.2
1751,10923,LAMAI,7,1998-03-03,1998-03-13,3,68.26,43,46,10,0.2
1752,10923,LAMAI,7,1998-03-03,1998-03-13,3,68.26,67,14,24,0.2
1753,10924,BERGS,3,1998-03-04,1998-04-08,2,151.52,10,31,20,0.1
1754,10924,BERGS,3,1998-03-04,1998-04-08,2,151.52,28,45.6,30,0.1
1755,10924,BERGS,3,1998-03-04,1998-04-08,2,151.52,75,7.75,6,0
1756,10925,HANAR,3,1998-03-04,1998-03-13,1,2.27,36,19,25,0.15
1757,10925,HANAR,3,1998-03-04,1998-03-13,1,2.27,52,7,12,0.15
1758,10926,ANATR,4,1998-03-04,1998-03-11,3,39.92,11,21,2,0
1759,10926,ANATR,4,1998-03-04,1998-03-11,3,39.92,13,6,10,0
1760,10926,ANATR,4,1998-03-04,1998-03-11,3,39.92,19,9.2,7,0
1761,10926,ANATR,4,1998-03-04,1998-03-11,3,39.92,72,34.8,10,0
1762,10927,LACOR,4,1998-03-05,1998-04-08,1,19.79,20,81,5,0
1763,10927,LACOR,4,1998-03-05,1998-04-08,1,19.79,52,7,5,0
1764,10927,LACOR,4,1998-03-05,1998-04-08,1,19.79,76,18,20,0
1765,10928,GALED,1,1998-03-05,1998-03-18,1,1.36,47,9.5,5,0
1766,10928,GALED,1,1998-03-05,1998-03-18,1,1.36,76,18,5,0
1767,10929,FRANK,6,1998-03-05,1998-03-12,1,33.93,21,10,60,0
1768,10929,FRANK,6,1998-03-05,1998-03-12,1,33.93,75,7.75,49,0
1769,10929,FRANK,6,1998-03-05,1998-03-12,1,33.93,77,13,15,0
1770,10930,SUPRD,4,1998-03-06,1998-03-18,3,15.55,21,10,36,0
1771,10930,SUPRD,4,1998-03-06,1998-03-18,3,15.55,27,43.9,25,0
1772,10930,SUPRD,4,1998-03-06,1998-03-18,3,15.55,55,24,25,0.2
1773,10930,SUPRD,4,1998-03-06,1998-03-18,3,15.55,58,13.25,30,0.2
1774,10931,RICSU,4,1998-03-06,1998-03-19,2,13.6,13,6,42,0.15
1775,10931,RICSU,4,1998-03-06,1998-03-19,2,13.6,57,19.5,30,0
1776,10932,BONAP,8,1998-03-06,1998-03-24,1,134.64,16,17.45,30,0.1
1777,10932,BONAP,8,1998-03-06,1998-03-24,1,134.64,62,49.3,14,0.1
1778,10932,BONAP,8,1998-03-06,1998-03-24,1,134.64,72,34.8,16,0
1779,10932,BONAP,8,1998-03-06,1998-03-24,1,134.64,75,7.75,20,0.1
1780,10933,ISLAT,6,1998-03-06,1998-03-16,3,54.15,53,32.8,2,0
1781,10933,ISLAT,6,1998-03-06,1998-03-16,3,54.15,61,28.5,30,0
1782,10934,LEHMS,3,1998-03-09,1998-03-12,3,32.01,6,25,20,0
1783,10935,WELLI,4,1998-03-09,1998-03-18,3,47.59,1,18,21,0
1784,10935,WELLI,4,1998-03-09,1998-03-18,3,47.59,18,62.5,4,0.25
1785,10935,WELLI,4,1998-03-09,1998-03-18,3,47.59,23,9,8,0.25
1786,10936,GREAL,3,1998-03-09,1998-03-18,2,33.68,36,19,30,0.2
1787,10937,CACTU,7,1998-03-10,1998-03-13,3,31.51,28,45.6,8,0
1788,10937,CACTU,7,1998-03-10,1998-03-13,3,31.51,34,14,20,0
1789,10938,QUICK,3,1998-03-10,1998-03-16,2,31.89,13,6,20,0.25
1790,10938,QUICK,3,1998-03-10,1998-03-16,2,31.89,43,46,24,0.25
1791,10938,QUICK,3,1998-03-10,1998-03-16,2,31.89,60,34,49,0.25
1792,10938,QUICK,3,1998-03-10,1998-03-16,2,31.89,71,21.5,35,0.25
1793,10939,MAGAA,2,1998-03-10,1998-03-13,2,76.33,2,19,10,0.15
1794,10939,MAGAA,2,1998-03-10,1998-03-13,2,76.33,67,14,40,0.15
1795,10940,BONAP,8,1998-03-11,1998-03-23,3,19.77,7,30,8,0
1796,10940,BONAP,8,1998-03-11,1998-03-23,3,19.77,13,6,20,0
1797,10941,SAVEA,7,1998-03-11,1998-03-20,2,400.81,31,12.5,44,0.25
1798,10941,SAVEA,7,1998-03-11,1998-03-20,2,400.81,62,49.3,30,0.25
1799,10941,SAVEA,7,1998-03-11,1998-03-20,2,400.81,68,12.5,80,0.25
1800,10941,SAVEA,7,1998-03-11,1998-03-20,2,400.81,72,34.8,50,0
1801,10942,REGGC,9,1998-03-11,1998-03-18,3,17.95,49,20,28,0
1802,10943,BSBEV,4,1998-03-11,1998-03-19,2,2.17,13,6,15,0
1803,10943,BSBEV,4,1998-03-11,1998-03-19,2,2.17,22,21,21,0
1804,10943,BSBEV,4,1998-03-11,1998-03-19,2,2.17,46,12,15,0
1805,10944,BOTTM,6,1998-03-12,1998-03-13,3,52.92,11,21,5,0.25
1806,10944,BOTTM,6,1998-03-12,1998-03-13,3,52.92,44,19.45,18,0.25
1807,10944,BOTTM,6,1998-03-12,1998-03-13,3,52.92,56,38,18,0
1808,10945,MORGK,4,1998-03-12,1998-03-18,1,10.22,13,6,20,0
1809,10945,MORGK,4,1998-03-12,1998-03-18,1,10.22,31,12.5,10,0
1810,10946,VAFFE,1,1998-03-12,1998-03-19,2,27.2,10,31,25,0
1811,10946,VAFFE,1,1998-03-12,1998-03-19,2,27.2,24,4.5,25,0
1812,10946,VAFFE,1,1998-03-12,1998-03-19,2,27.2,77,13,40,0
1813,10947,BSBEV,3,1998-03-13,1998-03-16,2,3.26,59,55,4,0
1814,10948,GODOS,3,1998-03-13,1998-03-19,3,23.39,50,16.25,9,0
1815,10948,GODOS,3,1998-03-13,1998-03-19,3,23.39,51,53,40,0
1816,10948,GODOS,3,1998-03-13,1998-03-19,3,23.39,55,24,4,0
1817,10949,BOTTM,2,1998-03-13,1998-03-17,3,74.44,6,25,12,0
1818,10949,BOTTM,2,1998-03-13,1998-03-17,3,74.44,10,31,30,0
1819,10949,BOTTM,2,1998-03-13,1998-03-17,3,74.44,17,39,6,0
1820,10949,BOTTM,2,1998-03-13,1998-03-17,3,74.44,62,49.3,60,0
1821,10950,MAGAA,1,1998-03-16,1998-03-23,2,2.5,4,22,5,0
1822,10951,RICSU,9,1998-03-16,1998-04-07,2,30.85,33,2.5,15,0.05
1823,10951,RICSU,9,1998-03-16,1998-04-07,2,30.85,41,9.65,6,0.05
1824,10951,RICSU,9,1998-03-16,1998-04-07,2,30.85,75,7.75,50,0.05
1825,10952,ALFKI,1,1998-03-16,1998-03-24,1,40.42,6,25,16,0.05
1826,10952,ALFKI,1,1998-03-16,1998-03-24,1,40.42,28,45.6,2,0
1827,10953,AROUT,9,1998-03-16,1998-03-25,2,23.72,20,81,50,0.05
1828,10953,AROUT,9,1998-03-16,1998-03-25,2,23.72,31,12.5,50,0.05
1829,10954,LINOD,5,1998-03-17,1998-03-20,1,27.91,16,17.45,28,0.15
1830,10954,LINOD,5,1998-03-17,1998-03-20,1,27.91,31,12.5,25,0.15
1831,10954,LINOD,5,1998-03-17,1998-03-20,1,27.91,45,9.5,30,0
1832,10954,LINOD,5,1998-03-17,1998-03-20,1,27.91,60,34,24,0.15
1833,10955,FOLKO,8,1998-03-17,1998-03-20,2,3.26,75,7.75,12,0.2
1834,10956,BLAUS,6,1998-03-17,1998-03-20,2,44.65,21,10,12,0
1835,10956,BLAUS,6,1998-03-17,1998-03-20,2,44.65,47,9.5,14,0
1836,10956,BLAUS,6,1998-03-17,1998-03-20,2,44.65,51,53,8,0
1837,10957,HILAA,8,1998-03-18,1998-03-27,3,105.36,30,25.89,30,0
1838,10957,HILAA,8,1998-03-18,1998-03-27,3,105.36,35,18,40,0
1839,10957,HILAA,8,1998-03-18,1998-03-27,3,105.36,64,33.25,8,0
1840,10958,OCEAN,7,1998-03-18,1998-03-27,2,49.56,5,21.35,20,0
1841,10958,OCEAN,7,1998-03-18,1998-03-27,2,49.56,7,30,6,0
1842,10958,OCEAN,7,1998-03-18,1998-03-27,2,49.56,72,34.8,5,0
1843,10959,GOURL,6,1998-03-18,1998-03-23,2,4.98,75,7.75,20,0.15
1844,10960,HILAA,3,1998-03-19,1998-04-08,1,2.08,24,4.5,10,0.25
1845,10960,HILAA,3,1998-03-19,1998-04-08,1,2.08,41,9.65,24,0
1846,10961,QUEEN,8,1998-03-19,1998-03-30,1,104.47,52,7,6,0.05
1847,10961,QUEEN,8,1998-03-19,1998-03-30,1,104.47,76,18,60,0
1848,10962,QUICK,8,1998-03-19,1998-03-23,2,275.79,7,30,45,0
1849,10962,QUICK,8,1998-03-19,1998-03-23,2,275.79,13,6,77,0
1850,10962,QUICK,8,1998-03-19,1998-03-23,2,275.79,53,32.8,20,0
1851,10962,QUICK,8,1998-03-19,1998-03-23,2,275.79,69,36,9,0
1852,10962,QUICK,8,1998-03-19,1998-03-23,2,275.79,76,18,44,0
1853,10963,FURIB,9,1998-03-19,1998-03-26,3,2.7,60,34,2,0.15
1854,10964,SPECD,3,1998-03-20,1998-03-24,2,87.38,18,62.5,6,0
1855,10964,SPECD,3,1998-03-20,1998-03-24,2,87.38,38,263.5,5,0
1856,10964,SPECD,3,1998-03-20,1998-03-24,2,87.38,69,36,10,0
1857,10965,OLDWO,6,1998-03-20,1998-03-30,3,144.38,51,53,16,0
1858,10966,CHOPS,4,1998-03-20,1998-04-08,1,27.19,37,26,8,0
1859,10966,CHOPS,4,1998-03-20,1998-04-08,1,27.19,56,38,12,0.15
1860,10966,CHOPS,4,1998-03-20,1998-04-08,1,27.19,62,49.3,12,0.15
1861,10967,TOMSP,2,1998-03-23,1998-04-02,2,62.22,19,9.2,12,0
1862,10967,TOMSP,2,1998-03-23,1998-04-02,2,62.22,49,20,40,0
1863,10968,ERNSH,1,1998-03-23,1998-04-01,3,74.6,12,38,30,0
1864,10968,ERNSH,1,1998-03-23,1998-04-01,3,74.6,24,4.5,30,0
1865,10968,ERNSH,1,1998-03-23,1998-04-01,3,74.6,64,33.25,4,0
1866,10969,COMMI,1,1998-03-23,1998-03-30,2,0.21,46,12,9,0
1867,10970,BOLID,9,1998-03-24,1998-04-24,1,16.16,52,7,40,0.2
1868,10971,FRANR,2,1998-03-24,1998-04-02,2,121.82,29,123.79,14,0
1869,10972,LACOR,4,1998-03-24,1998-03-26,2,0.02,17,39,6,0
1870,10972,LACOR,4,1998-03-24,1998-03-26,2,0.02,33,2.5,7,0
1871,10973,LACOR,6,1998-03-24,1998-03-27,2,15.17,26,31.23,5,0
1872,10973,LACOR,6,1998-03-24,1998-03-27,2,15.17,41,9.65,6,0
1873,10973,LACOR,6,1998-03-24,1998-03-27,2,15.17,75,7.75,10,0
1874,10974,SPLIR,3,1998-03-25,1998-04-03,3,12.96,63,43.9,10,0
1875,10975,BOTTM,1,1998-03-25,1998-03-27,3,32.27,8,40,16,0
1876,10975,BOTTM,1,1998-03-25,1998-03-27,3,32.27,75,7.75,10,0
1877,10976,HILAA,1,1998-03-25,1998-04-03,1,37.97,28,45.6,20,0
1878,10977,FOLKO,8,1998-03-26,1998-04-10,3,208.5,39,18,30,0
1879,10977,FOLKO,8,1998-03-26,1998-04-10,3,208.5,47,9.5,30,0
1880,10977,FOLKO,8,1998-03-26,1998-04-10,3,208.5,51,53,10,0
1881,10977,FOLKO,8,1998-03-26,1998-04-10,3,208.5,63,43.9,20,0
1882,10978,MAISD,9,1998-03-26,1998-04-23,2,32.82,8,40,20,0.15
1883,10978,MAISD,9,1998-03-26,1998-04-23,2,32.82,21,10,40,0.15
1884,10978,MAISD,9,1998-03-26,1998-04-23,2,32.82,40,18.4,10,0
1885,10978,MAISD,9,1998-03-26,1998-04-23,2,32.82,44,19.45,6,0.15
1886,10979,ERNSH,8,1998-03-26,1998-03-31,2,353.07,7,30,18,0
1887,10979,ERNSH,8,1998-03-26,1998-03-31,2,353.07,12,38,20,0
1888,10979,ERNSH,8,1998-03-26,1998-03-31,2,353.07,24,4.5,80,0
1889,10979,ERNSH,8,1998-03-26,1998-03-31,2,353.07,27,43.9,30,0
1890,10979,ERNSH,8,1998-03-26,1998-03-31,2,353.07,31,12.5,24,0
1891,10979,ERNSH,8,1998-03-26,1998-03-31,2,353.07,63,43.9,35,0
1892,10980,FOLKO,4,1998-03-27,1998-04-17,1,1.26,75,7.75,40,0.2
1893,10981,HANAR,1,1998-03-27,1998-04-02,2,193.37,38,263.5,60,0
1894,10982,BOTTM,2,1998-03-27,1998-04-08,1,14.01,7,30,20,0
1895,10982,BOTTM,2,1998-03-27,1998-04-08,1,14.01,43,46,9,0
1896,10983,SAVEA,2,1998-03-27,1998-04-06,2,657.54,13,6,84,0.15
1897,10983,SAVEA,2,1998-03-27,1998-04-06,2,657.54,57,19.5,15,0
1898,10984,SAVEA,1,1998-03-30,1998-04-03,3,211.22,16,17.45,55,0
1899,10984,SAVEA,1,1998-03-30,1998-04-03,3,211.22,24,4.5,20,0
1900,10984,SAVEA,1,1998-03-30,1998-04-03,3,211.22,36,19,40,0
1901,10985,HUNGO,2,1998-03-30,1998-04-02,1,91.51,16,17.45,36,0.1
1902,10985,HUNGO,2,1998-03-30,1998-04-02,1,91.51,18,62.5,8,0.1
1903,10985,HUNGO,2,1998-03-30,1998-04-02,1,91.51,32,32,35,0.1
1904,10986,OCEAN,8,1998-03-30,1998-04-21,2,217.86,11,21,30,0
1905,10986,OCEAN,8,1998-03-30,1998-04-21,2,217.86,20,81,15,0
1906,10986,OCEAN,8,1998-03-30,1998-04-21,2,217.86,76,18,10,0
1907,10986,OCEAN,8,1998-03-30,1998-04-21,2,217.86,77,13,15,0
1908,10987,EASTC,8,1998-03-31,1998-04-06,1,185.48,7,30,60,0
1909,10987,EASTC,8,1998-03-31,1998-04-06,1,185.48,43,46,6,0
1910,10987,EASTC,8,1998-03-31,1998-04-06,1,185.48,72,34.8,20,0
1911,10988,RATTC,3,1998-03-31,1998-04-10,2,61.14,7,30,60,0
1912,10988,RATTC,3,1998-03-31,1998-04-10,2,61.14,62,49.3,40,0.1
1913,10989,QUEDE,2,1998-03-31,1998-04-02,1,34.76,6,25,40,0
1914,10989,QUEDE,2,1998-03-31,1998-04-02,1,34.76,11,21,15,0
1915,10989,QUEDE,2,1998-03-31,1998-04-02,1,34.76,41,9.65,4,0
1916,10990,ERNSH,2,1998-04-01,1998-04-07,3,117.61,21,10,65,0
1917,10990,ERNSH,2,1998-04-01,1998-04-07,3,117.61,34,14,60,0.15
1918,10990,ERNSH,2,1998-04-01,1998-04-07,3,117.61,55,24,65,0.15
1919,10990,ERNSH,2,1998-04-01,1998-04-07,3,117.61,61,28.5,66,0.15
1920,10991,QUICK,1,1998-04-01,1998-04-07,1,38.51,2,19,50,0.2
1921,10991,QUICK,1,1998-04-01,1998-04-07,1,38.51,70,15,20,0.2
1922,10991,QUICK,1,1998-04-01,1998-04-07,1,38.51,76,18,90,0.2
1923,10992,THEBI,1,1998-04-01,1998-04-03,3,4.27,72,34.8,2,0
1924,10993,FOLKO,7,1998-04-01,1998-04-10,3,8.81,29,123.79,50,0.25
1925,10993,FOLKO,7,1998-04-01,1998-04-10,3,8.81,41,9.65,35,0.25
1926,10994,VAFFE,2,1998-04-02,1998-04-09,3,65.53,59,55,18,0.05
1927,10995,PERIC,1,1998-04-02,1998-04-06,3,46,51,53,20,0
1928,10995,PERIC,1,1998-04-02,1998-04-06,3,46,60,34,4,0
1929,10996,QUICK,4,1998-04-02,1998-04-10,2,1.12,42,14,40,0
1930,10997,LILAS,8,1998-04-03,1998-04-13,2,73.91,32,32,50,0
1931,10997,LILAS,8,1998-04-03,1998-04-13,2,73.91,46,12,20,0.25
1932,10997,LILAS,8,1998-04-03,1998-04-13,2,73.91,52,7,20,0.25
1933,10998,WOLZA,8,1998-04-03,1998-04-17,2,20.31,24,4.5,12,0
1934,10998,WOLZA,8,1998-04-03,1998-04-17,2,20.31,61,28.5,7,0
1935,10998,WOLZA,8,1998-04-03,1998-04-17,2,20.31,74,10,20,0
1936,10998,WOLZA,8,1998-04-03,1998-04-17,2,20.31,75,7.75,30,0
1937,10999,OTTIK,6,1998-04-03,1998-04-10,2,96.35,41,9.65,20,0.05
1938,10999,OTTIK,6,1998-04-03,1998-04-10,2,96.35,51,53,15,0.05
1939,10999,OTTIK,6,1998-04-03,1998-04-10,2,96.35,77,13,21,0.05
1940,11000,RATTC,2,1998-04-06,1998-04-14,3,55.12,4,22,25,0.25
1941,11000,RATTC,2,1998-04-06,1998-04-14,3,55.12,24,4.5,30,0.25
1942,11000,RATTC,2,1998-04-06,1998-04-14,3,55.12,77,13,30,0
1943,11001,FOLKO,2,1998-04-06,1998-04-14,2,197.3,7,30,60,0
1944,11001,FOLKO,2,1998-04-06,1998-04-14,2,197.3,22,21,25,0
1945,11001,FOLKO,2,1998-04-06,1998-04-14,2,197.3,46,12,25,0
1946,11001,FOLKO,2,1998-04-06,1998-04-14,2,197.3,55,24,6,0
1947,11002,SAVEA,4,1998-04-06,1998-04-16,1,141.16,13,6,56,0
1948,11002,SAVEA,4,1998-04-06,1998-04-16,1,141.16,35,18,15,0.15
1949,11002,SAVEA,4,1998-04-06,1998-04-16,1,141.16,42,14,24,0.15
1950,11002,SAVEA,4,1998-04-06,1998-04-16,1,141.16,55,24,40,0
